BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,5.9,12.25,22.23,34.47,48.99
45.36,6.8,14.06,24.49,37.19,52.16
49.9,8.16,15.88,26.31,39.92,55.34
54.43,9.07,17.24,28.58,42.18,58.06
58.97,9.98,18.6,30.39,44.45,60.78
63.5,11.34,19.96,32.21,46.72,63.5
68.04,12.25,21.32,33.57,48.99,65.77
72.57,13.15,22.68,35.38,50.8,68.04
77.11,14.06,24.04,36.74,52.62,70.31
81.65,14.97,25.4,38.56,54.43,72.57
86.18,16.33,26.31,39.92,56.25,74.39
90.72,16.78,27.67,41.28,58.06,76.2
95.25,17.69,28.58,42.64,59.42,78.02
99.79,18.6,29.94,44,61.23,79.83
104.33,19.5,30.84,45.36,62.6,81.65
108.86,20.41,31.75,46.72,63.96,83.46
113.4,21.32,32.66,47.63,65.32,84.82
117.93,21.77,34.02,48.99,66.68,86.64
