BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,15.88,28.58,45.36,66.68,90.26
45.36,17.24,29.94,47.63,68.95,93.44
49.9,18.14,31.75,49.44,71.21,96.16
54.43,19.5,33.11,51.26,73.48,98.43
58.97,20.41,34.47,53.07,75.3,100.7
63.5,21.32,35.83,54.43,77.56,102.97
68.04,22.23,36.74,55.79,79.38,104.78
72.57,23.13,38.1,57.61,80.74,107.05
77.11,24.04,39.01,58.97,82.55,108.86
81.65,24.95,40.37,59.87,83.91,110.22
86.18,25.85,41.28,61.23,85.28,112.04
90.72,26.31,42.18,62.6,86.64,113.85
95.25,27.22,43.09,63.5,88,115.21
99.79,27.67,44,64.41,89.36,116.57
104.33,28.58,44.91,65.77,90.72,117.93
108.86,29.03,45.81,66.68,91.63,119.29
113.4,29.94,46.27,67.59,92.99,120.66
117.93,30.39,47.17,68.49,93.89,122.02
