BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,6.35,14.51,27.22,44,63.5
45.36,8.62,18.14,31.75,49.44,70.31
49.9,10.89,21.32,36.29,54.88,76.66
54.43,13.15,24.49,40.37,60.33,82.55
58.97,15.42,27.67,44.45,64.86,88.45
63.5,17.69,30.84,48.53,69.85,93.89
68.04,19.96,34.02,52.16,74.39,99.34
72.57,22.68,36.74,55.79,78.93,104.33
77.11,24.95,39.92,59.42,83.01,109.32
81.65,27.22,42.64,63.05,87.09,113.85
86.18,29.03,45.36,66.22,91.17,118.39
90.72,31.3,48.08,69.4,94.8,122.92
95.25,33.57,50.8,73.03,98.43,127.01
99.79,35.83,53.52,75.75,102.06,131.09
104.33,37.65,56.25,78.93,105.69,135.17
108.86,39.92,58.51,82.1,109.32,138.8
113.4,41.73,61.23,84.82,112.49,142.88
117.93,44,63.5,87.54,115.67,146.51
