BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,19.5,31.3,47.17,66.68,88
45.36,21.32,34.02,50.8,70.31,92.53
49.9,23.59,36.74,53.98,73.94,96.62
54.43,25.4,39.01,56.7,77.56,100.24
58.97,27.22,41.28,59.42,80.74,103.87
63.5,29.03,43.54,62.14,83.91,107.5
68.04,30.84,45.81,64.41,86.64,110.68
72.57,32.21,47.63,66.68,89.36,113.85
77.11,34.02,49.44,68.95,92.08,116.57
81.65,35.38,51.26,71.21,94.35,119.29
86.18,36.74,53.07,73.48,96.62,122.02
90.72,38.1,54.88,75.3,98.88,124.74
95.25,39.46,56.25,77.11,101.15,127.01
99.79,40.82,58.06,78.93,103.42,129.27
104.33,42.18,59.42,80.74,105.23,131.54
108.86,43.54,61.23,82.55,107.5,133.81
113.4,44.91,62.6,84.37,109.32,136.08
117.93,45.81,63.96,85.73,111.13,138.35
