BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,22.68,38.1,58.06,82.55,109.77
45.36,25.4,41.28,62.14,87.54,115.21
49.9,27.67,44.45,65.77,91.63,120.2
54.43,29.94,47.17,69.4,96.16,125.19
58.97,32.21,49.9,73.03,99.79,129.73
63.5,34.47,52.62,76.2,103.42,133.81
68.04,36.29,55.34,78.93,107.05,137.89
72.57,38.56,57.61,82.1,110.68,141.52
77.11,40.37,59.87,84.82,113.85,145.15
81.65,42.18,62.14,87.54,116.57,148.78
86.18,44,64.41,89.81,119.75,151.95
90.72,45.81,66.22,92.08,122.47,155.13
95.25,47.17,68.49,94.8,125.19,158.3
99.79,48.99,70.31,97.07,127.91,161.03
104.33,50.35,72.12,98.88,130.18,163.75
108.86,52.16,73.94,101.15,132.45,166.47
113.4,53.52,75.75,103.42,135.17,169.19
117.93,54.88,77.56,105.23,137.44,171.91
