BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,7.26,14.51,24.49,37.19,51.71
45.36,8.16,15.42,25.85,39.01,53.52
49.9,8.62,16.33,27.22,40.37,55.79
54.43,9.53,17.69,28.58,42.18,57.61
58.97,9.98,18.6,29.48,43.54,58.97
63.5,10.89,19.5,30.84,44.91,60.78
68.04,11.34,19.96,31.75,46.27,62.14
72.57,12.25,20.87,32.66,47.17,63.5
77.11,12.7,21.77,33.57,48.53,64.86
81.65,13.15,22.68,34.47,49.44,66.22
86.18,13.61,23.13,35.38,50.8,67.59
90.72,14.51,24.04,36.29,51.71,68.49
95.25,14.97,24.49,37.19,52.62,69.85
99.79,15.42,24.95,38.1,53.52,70.76
104.33,15.88,25.85,39.01,54.43,71.67
108.86,16.33,26.31,39.46,55.34,73.03
113.4,16.78,26.76,40.37,56.25,73.94
117.93,17.24,27.67,40.82,57.15,74.84
