BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.36,3.63,7.26,11.34,16.78
45.36,1.81,4.54,7.71,12.7,18.14
49.9,2.27,4.99,8.62,13.61,19.05
54.43,2.72,5.44,9.53,14.51,20.41
58.97,3.18,5.9,9.98,15.42,21.32
63.5,3.63,6.35,10.89,16.33,22.23
68.04,3.63,7.26,11.34,17.24,23.13
72.57,4.08,7.71,12.25,17.69,24.04
77.11,4.54,8.16,12.7,18.6,24.95
81.65,4.99,8.62,13.15,19.05,25.85
86.18,5.44,9.07,14.06,19.96,26.76
90.72,5.44,9.53,14.51,20.41,27.22
95.25,5.9,9.98,14.97,21.32,28.12
99.79,6.35,10.43,15.42,21.77,29.03
104.33,6.8,10.89,15.88,22.23,29.48
108.86,6.8,10.89,16.33,23.13,30.39
113.4,7.26,11.34,16.78,23.59,30.84
117.93,7.71,11.79,17.24,24.04,31.3
