BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,0,1.81,8.16,19.5,34.02
45.36,0,2.72,9.98,21.77,37.19
49.9,0,3.63,11.34,24.04,39.92
54.43,0.45,4.08,12.7,25.85,42.64
58.97,0.91,4.99,14.51,28.12,45.36
63.5,0.91,5.9,15.88,29.94,48.08
68.04,1.36,6.8,17.24,31.75,50.35
72.57,1.81,7.71,18.6,33.57,52.62
77.11,2.27,8.62,19.96,35.38,54.88
81.65,2.72,9.53,20.87,37.19,56.7
86.18,3.18,10.43,22.23,39.01,58.97
90.72,3.63,10.89,23.59,40.37,60.78
95.25,4.08,11.79,24.49,41.73,62.6
99.79,4.54,12.7,25.85,43.54,64.41
104.33,4.99,13.61,26.76,44.91,66.22
108.86,5.44,14.06,28.12,46.27,68.04
113.4,5.9,14.97,29.03,47.63,69.85
117.93,6.35,15.88,29.94,48.99,71.21
