BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.18,8.62,17.24,28.12,41.73
45.36,4.08,9.53,18.6,30.39,44.45
49.9,4.54,10.89,20.41,32.21,46.72
54.43,5.44,11.79,21.77,34.02,48.99
58.97,5.9,13.15,23.13,35.83,50.8
63.5,6.8,14.06,24.49,37.65,53.07
68.04,7.26,14.97,25.4,39.01,54.88
72.57,8.16,15.88,26.76,40.82,56.7
77.11,8.62,16.78,28.12,42.18,58.06
81.65,9.53,17.69,29.03,43.54,59.87
86.18,9.98,18.6,30.39,44.91,61.23
90.72,10.43,19.5,31.3,46.27,63.05
95.25,11.34,19.96,32.21,47.17,64.41
99.79,11.79,20.87,33.11,48.53,65.77
104.33,12.25,21.77,34.02,49.44,67.13
108.86,12.7,22.23,34.93,50.8,68.49
113.4,13.15,23.13,35.83,51.71,69.4
117.93,14.06,23.59,36.74,52.62,70.76
