BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,9.98,18.14,29.48,43.54,59.42
45.36,12.25,21.32,33.57,48.08,64.86
49.9,14.51,24.49,37.19,52.62,69.85
54.43,16.78,27.22,40.82,56.7,74.84
58.97,19.05,29.94,44,60.78,79.38
63.5,21.32,32.66,47.17,64.41,83.46
68.04,23.13,34.93,50.35,68.04,87.54
72.57,25.4,37.65,53.07,71.67,91.63
77.11,27.22,39.92,56.25,74.84,95.25
81.65,29.03,42.64,58.97,78.02,98.88
86.18,31.3,44.91,61.69,81.19,102.51
90.72,33.11,47.17,64.41,84.37,105.69
95.25,34.93,48.99,66.68,87.09,109.32
99.79,36.74,51.26,69.4,89.81,112.49
104.33,38.1,53.52,71.67,92.53,115.21
108.86,39.92,55.34,73.94,95.25,118.39
113.4,41.73,57.15,76.2,97.98,121.11
117.93,43.54,59.42,78.47,100.24,123.83
