BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,< 1,0.91,8.16,17.69,28.12
45.36,< 1,1.81,8.62,17.69,28.12
49.9,< 1,2.72,9.07,18.14,27.67
54.43,< 1,3.18,9.53,18.14,27.22
58.97,< 1,3.18,9.98,17.69,26.76
63.5,< 1,3.63,9.98,17.69,25.85
68.04,< 1,3.63,9.98,17.24,25.4
72.57,< 1,4.08,9.98,17.24,24.95
77.11,< 1,4.08,9.98,16.78,24.04
81.65,< 1,4.08,9.53,16.33,23.59
86.18,< 1,4.08,9.53,16.33,23.13
90.72,< 1,4.08,9.53,15.88,22.68
95.25,< 1,4.08,9.07,15.42,22.23
99.79,< 1,4.08,9.07,14.97,21.32
104.33,< 1,4.08,9.07,14.97,20.87
108.86,< 1,4.08,8.62,14.51,20.41
113.4,< 1,4.08,8.62,14.06,19.96
117.93,< 1,4.08,8.62,14.06,19.5
