BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.72,8.62,18.6,31.75,48.08
45.36,3.18,9.53,19.96,34.02,50.8
49.9,4.08,10.89,21.32,35.83,53.07
54.43,4.54,11.79,22.68,37.65,55.34
58.97,4.99,12.7,24.04,39.01,57.15
63.5,5.44,13.61,25.4,40.82,58.97
68.04,6.35,14.51,26.31,42.18,60.78
72.57,6.8,14.97,27.67,43.54,62.6
77.11,7.26,15.88,28.58,44.91,63.96
81.65,7.71,16.78,29.48,46.27,65.77
86.18,8.16,17.24,30.84,47.63,67.13
90.72,8.62,18.14,31.75,48.53,68.49
95.25,9.07,19.05,32.66,49.9,69.85
99.79,9.98,19.5,33.57,50.8,71.21
104.33,10.43,20.41,34.02,52.16,72.12
108.86,10.89,20.87,34.93,53.07,73.48
113.4,11.34,21.32,35.83,53.98,74.84
117.93,11.34,22.23,36.74,54.88,75.75
