BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,5.9,11.34,19.05,28.58,39.46
45.36,7.26,12.7,20.87,30.84,42.18
49.9,8.16,14.06,22.68,32.66,44.45
54.43,9.07,15.42,24.04,34.93,46.72
58.97,9.98,16.78,25.85,36.74,48.99
63.5,10.89,18.14,27.22,38.56,50.8
68.04,11.79,19.05,28.58,39.92,52.62
72.57,12.7,20.41,29.94,41.73,54.43
77.11,13.61,21.32,31.3,43.09,56.25
81.65,14.51,22.23,32.66,44.91,58.06
86.18,14.97,23.13,33.57,46.27,59.87
90.72,15.88,24.49,34.93,47.63,61.23
95.25,16.78,25.4,35.83,48.99,62.6
99.79,17.69,26.31,37.19,49.9,63.96
104.33,18.14,27.22,38.1,51.26,65.32
108.86,19.05,28.12,39.01,52.62,66.68
113.4,19.5,28.58,40.37,53.52,68.04
117.93,20.41,29.48,41.28,54.88,69.4
