BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,12.7,22.23,35.38,51.26,68.95
45.36,14.06,24.04,37.65,53.98,72.12
49.9,15.42,25.85,39.46,56.7,75.3
54.43,16.78,27.67,41.73,58.97,78.02
58.97,17.69,29.03,43.54,61.23,80.74
63.5,19.05,30.39,45.36,63.05,83.01
68.04,19.96,31.75,47.17,65.32,85.28
72.57,21.32,33.11,48.53,67.13,87.54
77.11,22.23,34.47,50.35,68.95,89.81
81.65,23.13,35.83,51.71,70.76,91.63
86.18,24.04,36.74,53.07,72.12,93.44
90.72,24.95,38.1,54.43,73.94,95.25
95.25,25.85,39.01,55.79,75.3,97.07
99.79,26.76,40.37,57.15,77.11,98.43
104.33,27.67,41.28,58.06,78.47,100.24
108.86,28.58,42.18,59.42,79.83,101.6
113.4,29.03,43.09,60.78,81.19,103.42
117.93,29.94,44,61.69,82.1,104.78
