BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.18,6.8,12.25,19.5,28.12
45.36,3.63,7.71,13.61,20.87,29.48
49.9,4.08,8.16,14.51,21.77,30.84
54.43,4.54,9.07,15.42,23.13,32.21
58.97,4.99,9.53,15.88,24.04,33.11
63.5,5.44,10.43,16.78,24.95,34.47
68.04,5.9,10.89,17.69,25.85,35.38
72.57,6.35,11.34,18.14,26.76,36.29
77.11,6.8,11.79,19.05,27.67,37.19
81.65,7.26,12.25,19.5,28.12,38.1
86.18,7.26,12.7,20.41,29.03,39.01
90.72,7.71,13.61,20.87,29.94,39.92
95.25,8.16,14.06,21.32,30.39,40.82
99.79,8.62,14.51,21.77,31.3,41.28
104.33,9.07,14.97,22.68,31.75,42.18
108.86,9.07,14.97,23.13,32.21,43.09
113.4,9.53,15.42,23.59,33.11,43.54
117.93,9.98,15.88,24.04,33.57,44.45
