BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,11.79,23.13,38.56,58.97,81.65
45.36,14.51,26.76,43.54,64.86,88.9
49.9,17.24,30.39,48.53,70.31,95.25
54.43,19.96,34.02,52.62,75.75,101.6
58.97,22.68,37.65,57.15,81.19,107.5
63.5,24.95,40.82,61.23,85.73,113.4
68.04,27.67,44,65.32,90.72,118.84
72.57,30.39,47.17,68.95,95.25,123.83
77.11,32.66,50.35,72.57,99.34,128.82
81.65,34.93,53.07,76.2,103.42,133.36
86.18,37.19,56.25,79.83,107.5,137.89
90.72,39.92,58.97,83.01,111.58,142.43
95.25,42.18,61.69,86.18,115.21,146.51
99.79,44,64.41,89.36,118.84,150.59
104.33,46.27,67.13,92.53,122.47,154.67
108.86,48.53,69.4,95.71,125.65,158.76
113.4,50.35,72.12,98.43,129.27,162.39
117.93,52.62,74.39,101.15,132.45,166.01
