BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,6.35,13.61,23.59,36.29
45.36,2.27,7.26,14.97,25.85,38.56
49.9,3.18,8.16,16.33,27.67,40.82
54.43,3.63,9.07,17.69,29.48,43.09
58.97,4.08,9.98,19.05,31.3,45.36
63.5,4.99,10.89,20.41,32.66,47.17
68.04,5.44,11.79,21.77,34.02,48.99
72.57,5.9,12.7,22.68,35.83,50.8
77.11,6.35,13.61,24.04,37.19,52.16
81.65,7.26,14.51,24.95,38.56,53.98
86.18,7.71,15.42,25.85,39.92,55.34
90.72,8.16,15.88,27.22,40.82,56.7
95.25,8.62,16.78,28.12,42.18,58.06
99.79,9.07,17.69,29.03,43.54,59.42
104.33,9.98,18.14,29.94,44.45,60.78
108.86,10.43,19.05,30.84,45.36,62.14
113.4,10.89,19.5,31.75,46.72,63.5
117.93,11.34,20.41,32.66,47.63,64.86
