BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,5.44,23.13,54.88,100.24,156.49
45.36,7.26,26.76,60.78,107.95,166.01
49.9,9.53,30.84,66.22,115.67,175.09
54.43,11.34,34.47,71.67,122.47,183.7
58.97,13.61,37.65,76.66,129.27,191.87
63.5,15.42,41.28,81.65,135.17,199.58
68.04,17.69,44.45,86.18,141.52,206.84
72.57,19.5,47.63,90.72,146.96,213.64
77.11,21.77,50.8,94.8,152.41,219.99
81.65,23.59,53.98,98.88,157.85,226.34
86.18,25.4,56.7,102.97,162.84,232.24
90.72,27.67,59.87,107.05,167.38,238.14
95.25,29.48,62.6,110.68,172.37,243.58
99.79,31.3,65.32,114.31,176.9,249.02
104.33,33.11,68.04,117.93,180.98,254.01
108.86,34.93,70.76,121.11,185.07,259
113.4,36.74,73.03,124.28,189.6,263.99
117.93,38.56,75.75,127.46,193.23,268.53
