BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.63,8.16,14.06,22.23,31.75
45.36,4.08,8.62,15.42,23.59,33.11
49.9,4.99,9.53,16.33,24.95,34.47
54.43,5.44,10.43,17.24,25.85,36.29
58.97,5.9,10.89,18.14,27.22,37.19
63.5,6.35,11.79,19.05,28.12,38.56
68.04,6.8,12.25,19.96,29.03,39.92
72.57,7.26,12.7,20.41,29.94,40.82
77.11,7.71,13.61,21.32,30.84,41.73
81.65,8.16,14.06,22.23,31.75,43.09
86.18,8.62,14.51,22.68,32.66,44
90.72,9.07,14.97,23.59,33.57,44.91
95.25,9.53,15.88,24.04,34.47,45.81
99.79,9.53,16.33,24.95,34.93,46.72
104.33,9.98,16.78,25.4,35.83,47.63
108.86,10.43,17.24,25.85,36.29,48.08
113.4,10.89,17.69,26.31,37.19,48.99
117.93,11.34,18.14,27.22,37.65,49.9
