BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.27,4.99,9.07,14.51,20.41
45.36,2.72,5.9,9.98,15.42,21.77
49.9,3.18,6.35,10.89,16.33,23.13
54.43,3.63,6.8,11.34,17.24,24.04
58.97,4.08,7.26,12.25,18.14,24.95
63.5,4.54,8.16,12.7,19.05,25.85
68.04,4.54,8.62,13.61,19.96,26.76
72.57,4.99,9.07,14.06,20.41,27.67
77.11,5.44,9.53,14.97,21.32,28.58
81.65,5.9,9.98,15.42,21.77,29.48
86.18,6.35,10.43,15.88,22.68,29.94
90.72,6.35,10.89,16.33,23.13,30.84
95.25,6.8,11.34,16.78,24.04,31.75
99.79,7.26,11.34,17.24,24.49,32.21
104.33,7.26,11.79,17.69,24.95,32.66
108.86,7.71,12.25,18.14,25.4,33.57
113.4,8.16,12.7,18.6,25.85,34.02
117.93,8.16,13.15,19.05,26.76,34.47
