BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,7.26,16.33,29.48,44.91
45.36,2.72,8.62,18.6,32.21,48.53
49.9,3.63,9.98,20.87,34.93,52.16
54.43,4.54,11.79,22.68,37.65,55.34
58.97,5.44,13.15,24.95,40.37,58.51
63.5,6.35,14.51,26.76,42.64,61.23
68.04,7.26,15.88,28.58,44.91,63.96
72.57,8.16,17.24,30.39,47.17,66.68
77.11,9.07,18.14,31.75,48.99,68.95
81.65,9.98,19.5,33.57,51.26,71.67
86.18,10.43,20.87,34.93,53.07,73.94
90.72,11.34,22.23,36.74,54.88,76.2
95.25,12.25,23.13,38.1,56.7,78.02
99.79,13.15,24.49,39.46,58.51,80.29
104.33,14.06,25.4,41.28,60.33,82.1
108.86,14.97,26.31,42.64,62.14,84.37
113.4,15.42,27.67,44,63.5,86.18
117.93,16.33,28.58,44.91,65.32,88
