BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,15.42,26.31,40.82,58.51,78.47
45.36,17.24,29.03,44.45,62.6,83.46
49.9,19.5,31.75,47.63,66.68,87.54
54.43,21.32,34.02,50.35,70.31,92.08
58.97,23.59,36.74,53.52,73.48,95.71
63.5,25.4,39.01,56.25,76.66,99.34
68.04,27.22,41.28,58.97,79.83,102.97
72.57,28.58,43.09,61.23,83.01,106.14
77.11,30.39,45.36,63.96,85.73,109.32
81.65,32.21,47.17,66.22,88.45,112.49
86.18,33.57,48.99,68.49,91.17,115.67
90.72,34.93,50.8,70.76,93.44,118.39
95.25,36.74,52.62,72.57,95.71,121.11
99.79,38.1,54.43,74.84,97.98,123.38
104.33,39.46,56.25,76.66,100.24,126.1
108.86,40.82,57.61,78.47,102.51,128.37
113.4,42.18,59.42,80.29,104.78,130.63
117.93,43.54,60.78,82.1,106.59,133.36
