BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,4.99,11.79,22.68,36.29,52.62
45.36,5.9,13.61,24.95,39.46,56.25
49.9,7.26,15.42,27.22,42.18,59.42
54.43,8.16,16.78,29.03,44.45,62.6
58.97,9.53,18.14,30.84,47.17,65.32
63.5,10.43,19.96,32.66,49.44,68.04
68.04,11.34,21.32,34.47,51.26,70.31
72.57,12.25,22.68,36.29,53.52,73.03
77.11,13.15,23.59,38.1,55.34,75.3
81.65,14.06,24.95,39.46,57.61,77.56
86.18,15.42,26.31,41.28,59.42,79.38
90.72,15.88,27.67,42.64,60.78,81.65
95.25,16.78,28.58,44,62.6,83.46
99.79,17.69,29.48,45.36,64.41,85.73
104.33,18.6,30.84,46.72,65.77,87.54
108.86,19.5,31.75,48.08,67.59,88.9
113.4,20.41,32.66,49.44,68.95,90.72
117.93,21.32,34.02,50.35,70.31,92.53
