BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.18,6.35,11.79,18.14,25.4
45.36,3.63,7.26,12.7,19.05,26.76
49.9,4.08,8.16,13.61,20.41,28.12
54.43,4.54,8.62,14.51,21.32,29.48
58.97,4.99,9.53,15.42,22.68,30.84
63.5,5.44,9.98,15.88,23.59,31.75
68.04,5.9,10.43,16.78,24.49,33.11
72.57,6.35,11.34,17.69,25.4,34.02
77.11,6.8,11.79,18.14,25.85,34.93
81.65,7.26,12.25,19.05,26.76,35.83
86.18,7.71,12.7,19.5,27.67,36.74
90.72,8.16,13.15,19.96,28.58,37.65
95.25,8.62,13.61,20.87,29.03,38.56
99.79,8.62,14.06,21.32,29.94,39.01
104.33,9.07,14.51,21.77,30.39,39.92
108.86,9.53,14.97,22.23,30.84,40.82
113.4,9.98,15.42,23.13,31.75,41.28
117.93,10.43,15.88,23.59,32.21,42.18
