BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,5.44,20.87,47.17,84.37,129.73
45.36,7.26,23.59,51.71,90.26,136.98
49.9,8.62,26.76,55.79,95.71,143.79
54.43,10.43,29.48,59.87,101.15,150.14
58.97,11.79,32.21,63.5,105.69,156.04
63.5,13.61,34.47,67.13,110.22,161.48
68.04,14.97,37.19,70.31,114.76,166.92
72.57,16.33,39.46,73.94,118.84,171.91
77.11,18.14,41.73,77.11,122.92,176.9
81.65,19.5,44,79.83,126.55,181.44
86.18,20.87,46.27,83.01,130.18,185.52
90.72,22.23,48.08,85.73,133.81,189.6
95.25,23.59,50.35,88.45,136.98,193.68
99.79,24.95,52.16,91.17,140.61,197.77
104.33,26.31,53.98,93.44,143.79,201.4
108.86,27.67,55.79,96.16,146.51,205.02
113.4,29.03,57.61,98.43,149.69,208.65
117.93,30.39,59.42,100.7,152.41,211.83
