BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,6.35,12.25,20.41,31.3,43.54
45.36,6.8,13.15,22.23,33.11,45.81
49.9,7.71,14.51,23.59,34.93,47.63
54.43,8.62,15.42,24.95,36.74,49.9
58.97,9.53,16.78,26.31,38.1,51.71
63.5,9.98,17.69,27.67,39.46,53.07
68.04,10.89,18.6,28.58,40.82,54.88
72.57,11.34,19.5,29.94,42.18,56.25
77.11,12.25,20.41,30.84,43.54,58.06
81.65,12.7,20.87,31.75,44.91,59.42
86.18,13.61,21.77,32.66,45.81,60.78
90.72,14.06,22.68,33.57,47.17,61.69
95.25,14.51,23.59,34.47,48.08,63.05
99.79,15.42,24.04,35.38,48.99,64.41
104.33,15.88,24.95,36.29,50.35,65.32
108.86,16.33,25.4,37.19,51.26,66.68
113.4,16.78,26.31,38.1,52.16,67.59
117.93,17.24,26.76,39.01,53.07,68.49
