BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,0.91,5.44,14.06,26.31,42.18
45.36,1.36,6.35,15.42,28.12,44
49.9,1.81,7.26,16.33,29.94,46.27
54.43,2.27,7.71,17.69,31.3,48.08
58.97,2.72,8.62,18.6,32.66,49.9
63.5,2.72,9.07,19.96,34.02,51.26
68.04,3.18,9.98,20.87,35.38,53.07
72.57,3.63,10.43,21.77,36.74,54.43
77.11,4.08,11.34,22.68,37.65,55.79
81.65,4.54,11.79,23.59,39.01,57.15
86.18,4.99,12.25,24.04,39.92,58.51
90.72,4.99,13.15,24.95,40.82,59.87
95.25,5.44,13.61,25.85,41.73,60.78
99.79,5.9,14.06,26.76,43.09,62.14
104.33,6.35,14.51,27.22,44,63.05
108.86,6.35,14.97,28.12,44.91,64.41
113.4,6.8,15.42,28.58,45.36,65.32
117.93,7.26,16.33,29.48,46.27,66.22
