BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.18,7.71,14.51,24.04,34.93
45.36,3.63,8.62,15.88,25.4,36.74
49.9,4.08,9.53,16.78,26.76,38.56
54.43,4.54,9.98,18.14,28.12,39.92
58.97,4.99,10.89,19.05,29.48,41.73
63.5,5.9,11.79,19.96,30.84,43.09
68.04,6.35,12.25,20.87,31.75,44.45
72.57,6.8,13.15,21.77,32.66,45.36
77.11,7.26,13.61,22.68,34.02,46.72
81.65,7.71,14.06,23.59,34.93,48.08
86.18,8.16,14.97,24.04,35.83,48.99
90.72,8.62,15.42,24.95,36.74,49.9
95.25,9.07,15.88,25.4,37.65,51.26
99.79,9.07,16.33,26.31,38.56,52.16
104.33,9.53,17.24,26.76,39.01,53.07
108.86,9.98,17.69,27.67,39.92,53.98
113.4,10.43,18.14,28.12,40.82,54.88
117.93,10.89,18.6,29.03,41.28,55.79
