BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,5.44,11.34,19.5,29.03
45.36,2.27,5.9,11.79,20.41,30.39
49.9,2.27,6.35,12.7,21.32,31.3
54.43,2.72,6.8,13.15,21.77,32.21
58.97,2.72,7.26,13.61,22.68,33.11
63.5,3.18,7.26,14.06,23.13,33.57
68.04,3.18,7.71,14.51,23.59,34.47
72.57,3.63,8.16,14.97,24.49,35.38
77.11,3.63,8.62,15.42,24.95,35.83
81.65,4.08,8.62,15.88,25.4,36.29
86.18,4.08,9.07,16.33,25.85,37.19
90.72,4.08,9.53,16.78,26.31,37.65
95.25,4.54,9.53,17.24,26.76,38.1
99.79,4.54,9.98,17.69,27.22,38.56
104.33,4.99,9.98,17.69,27.67,39.46
108.86,4.99,10.43,18.14,28.12,39.92
113.4,4.99,10.89,18.6,28.58,40.37
117.93,5.44,10.89,19.05,29.03,40.82
