BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.72,9.07,19.5,33.57,50.8
45.36,3.63,10.43,21.32,35.83,53.52
49.9,4.08,11.34,22.68,38.1,56.25
54.43,4.99,12.7,24.49,39.92,58.51
58.97,5.44,13.61,25.85,41.73,60.78
63.5,6.35,14.51,27.22,43.54,63.05
68.04,6.8,15.42,28.58,45.36,64.86
72.57,7.71,16.33,29.94,47.17,67.13
77.11,8.16,17.24,30.84,48.53,68.95
81.65,8.62,18.14,32.21,49.9,70.31
86.18,9.53,19.05,33.11,51.26,72.12
90.72,9.98,19.96,34.47,52.62,73.94
95.25,10.43,20.87,35.38,53.98,75.3
99.79,10.89,21.77,36.29,55.34,76.66
104.33,11.34,22.23,37.65,56.25,78.02
108.86,12.25,23.13,38.56,57.61,79.38
113.4,12.7,23.59,39.46,58.51,80.74
117.93,13.15,24.49,40.37,59.87,82.1
