BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,25.85,43.54,66.68,94.8,126.1
45.36,28.58,46.72,70.76,99.79,132
49.9,31.3,49.9,74.84,104.33,137.44
54.43,33.57,53.07,78.47,108.86,142.43
58.97,35.83,56.25,82.1,112.94,147.42
63.5,38.1,58.97,85.28,117.03,151.5
68.04,40.37,61.23,88.45,120.66,156.04
72.57,42.18,63.96,91.63,124.28,160.12
77.11,44,66.22,94.35,127.46,163.75
81.65,45.81,68.49,97.07,130.63,167.38
86.18,47.63,70.76,99.79,133.81,170.55
90.72,49.44,73.03,102.51,136.53,174.18
95.25,51.26,74.84,104.78,139.25,177.35
99.79,53.07,77.11,107.05,141.97,180.08
104.33,54.43,78.93,109.32,144.7,183.25
108.86,56.25,80.74,111.58,147.42,185.97
113.4,57.61,82.55,113.85,149.69,188.69
117.93,58.97,84.37,115.67,151.95,191.42
