BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,14.06,29.03,50.35,77.56,108.86
45.36,15.88,31.75,53.98,82.1,114.76
49.9,18.14,34.47,57.61,86.64,119.75
54.43,19.96,37.19,60.78,90.72,124.28
58.97,21.77,39.46,63.96,94.35,128.82
63.5,23.13,41.73,66.68,97.98,132.9
68.04,24.95,44,69.85,101.15,136.98
72.57,26.76,46.27,72.12,104.33,140.61
77.11,28.12,48.08,74.84,107.5,144.24
81.65,29.48,50.35,77.56,110.22,147.42
86.18,31.3,52.16,79.83,113.4,150.59
90.72,32.66,53.98,82.1,116.12,153.77
95.25,34.02,55.79,83.91,118.39,156.94
99.79,35.38,57.15,86.18,121.11,159.66
104.33,36.74,58.97,88.45,123.38,162.39
108.86,37.65,60.78,90.26,125.65,165.11
113.4,39.01,62.14,92.08,127.91,167.83
117.93,40.37,63.5,93.89,130.18,170.1
