BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.63,9.53,19.05,32.21,47.63
45.36,4.54,10.89,21.32,34.47,50.35
49.9,4.99,12.25,23.13,36.74,53.07
54.43,5.9,13.61,24.49,39.01,55.79
58.97,6.8,14.97,26.31,41.28,58.51
63.5,7.71,15.88,27.67,43.09,60.78
68.04,8.62,17.24,29.48,44.91,62.6
72.57,9.07,18.14,30.84,46.72,64.86
77.11,9.98,19.05,32.21,48.53,66.68
81.65,10.89,20.41,33.57,49.9,68.95
86.18,11.34,21.32,34.93,51.71,70.76
90.72,12.25,22.23,35.83,53.07,72.57
95.25,12.7,23.13,37.19,54.43,73.94
99.79,13.61,24.04,38.56,55.79,75.75
104.33,14.06,24.95,39.46,57.15,77.11
108.86,14.97,25.85,40.82,58.51,78.93
113.4,15.42,26.76,41.73,59.87,80.29
117.93,16.33,27.67,42.64,61.23,81.65
