BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,4.08,10.43,20.87,34.47,51.26
45.36,4.99,12.25,23.13,37.65,54.43
49.9,5.9,13.61,24.95,39.92,57.61
54.43,6.8,14.97,27.22,42.64,60.78
58.97,7.71,16.33,29.03,44.91,63.5
63.5,8.62,17.69,30.84,47.17,66.22
68.04,9.53,19.05,32.21,48.99,68.49
72.57,10.43,20.41,34.02,51.26,70.76
77.11,11.34,21.77,35.83,53.07,73.03
81.65,12.25,22.68,37.19,54.88,75.3
86.18,13.15,24.04,38.56,56.7,77.56
90.72,14.06,24.95,39.92,58.51,79.38
95.25,14.97,26.31,41.28,60.33,81.19
99.79,15.42,27.22,42.64,61.69,83.01
104.33,16.33,28.12,44,63.5,84.82
108.86,17.24,29.03,45.36,64.86,86.64
113.4,17.69,30.39,46.27,66.22,88.45
117.93,18.6,31.3,47.63,67.59,89.81
