BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,0.45,2.27,12.25,30.84,56.25
45.36,0,3.18,14.97,35.38,62.14
49.9,0,4.54,18.14,39.46,68.04
54.43,0.45,6.35,20.87,43.54,73.48
58.97,0.91,7.71,23.59,47.63,78.93
63.5,1.36,9.53,26.31,51.71,83.91
68.04,1.81,11.34,29.03,55.34,88.45
72.57,2.72,12.7,31.75,58.97,92.99
77.11,3.63,14.51,34.47,62.6,97.52
81.65,4.08,16.33,36.74,66.22,102.06
86.18,4.99,17.69,39.46,69.4,106.14
90.72,5.9,19.5,41.73,72.57,110.22
95.25,6.8,21.32,44.45,75.75,113.85
99.79,7.71,22.68,46.72,78.93,117.48
104.33,9.07,24.49,48.99,82.1,121.11
108.86,9.98,25.85,51.26,84.82,124.74
113.4,10.89,27.67,53.52,87.54,128.37
117.93,11.79,29.03,55.79,90.26,131.54
