BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,4.54,9.53,17.24,26.76,38.1
45.36,4.54,9.98,17.69,27.67,39.01
49.9,4.99,10.43,18.14,28.12,39.92
54.43,4.99,10.89,18.6,28.58,40.37
58.97,5.44,10.89,19.05,29.48,41.28
63.5,5.44,11.34,19.5,29.94,41.73
68.04,5.9,11.79,19.96,30.39,42.18
72.57,5.9,11.79,19.96,30.84,42.64
77.11,6.35,12.25,20.41,30.84,43.09
81.65,6.35,12.25,20.87,31.3,43.54
86.18,6.35,12.7,21.32,31.75,44
90.72,6.8,12.7,21.32,32.21,44.45
95.25,6.8,13.15,21.77,32.66,44.91
99.79,6.8,13.15,21.77,32.66,45.36
104.33,7.26,13.61,22.23,33.11,45.36
108.86,7.26,13.61,22.23,33.57,45.81
113.4,7.26,13.61,22.68,33.57,46.27
117.93,7.71,14.06,22.68,34.02,46.72
