BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,7.71,16.78,29.48,46.27,65.32
45.36,8.62,17.69,30.84,47.63,67.13
49.9,9.53,19.05,32.21,49.44,69.4
54.43,9.98,19.96,33.57,50.8,71.21
58.97,10.43,20.87,34.93,52.62,72.57
63.5,11.34,21.32,35.83,53.52,74.39
68.04,11.79,22.23,36.74,54.88,75.75
72.57,12.25,23.13,37.65,56.25,77.11
77.11,12.7,23.59,38.56,57.15,78.47
81.65,13.61,24.49,39.46,58.51,79.83
86.18,14.06,24.95,40.37,59.42,80.74
90.72,14.51,25.85,41.28,60.33,82.1
95.25,14.97,26.31,42.18,61.23,83.01
99.79,15.42,27.22,42.64,62.14,84.37
104.33,15.88,27.67,43.54,63.05,85.28
108.86,16.33,28.12,44,63.96,86.18
113.4,16.33,28.58,44.91,64.86,87.09
117.93,16.78,29.03,45.36,65.32,88
