BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.18,8.62,16.78,28.12,41.28
45.36,4.08,9.98,18.6,30.39,44
49.9,4.99,10.89,20.41,32.66,46.72
54.43,5.44,12.25,21.77,34.47,48.99
58.97,6.35,13.15,23.59,36.29,51.26
63.5,7.26,14.51,24.95,38.1,53.52
68.04,7.71,15.42,26.31,39.92,55.34
72.57,8.62,16.33,27.67,41.73,57.61
77.11,9.07,17.69,29.03,43.09,59.42
81.65,9.98,18.6,29.94,44.45,61.23
86.18,10.89,19.5,31.3,45.81,62.6
90.72,11.34,20.41,32.21,47.17,64.41
95.25,11.79,21.32,33.57,48.53,65.77
99.79,12.7,22.23,34.47,49.9,67.59
104.33,13.15,22.68,35.83,51.26,68.95
108.86,14.06,23.59,36.74,52.62,70.31
113.4,14.51,24.49,37.65,53.52,71.67
117.93,14.97,25.4,38.56,54.88,73.03
