BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.18,6.35,11.34,17.24,24.04
45.36,3.63,7.26,12.25,18.6,25.4
49.9,4.08,7.71,13.15,19.5,26.76
54.43,4.54,8.62,14.06,20.41,28.12
58.97,4.99,9.07,14.97,21.77,29.48
63.5,5.44,9.98,15.42,22.68,30.39
68.04,5.9,10.43,16.33,23.59,31.3
72.57,6.35,10.89,16.78,24.49,32.21
77.11,6.8,11.79,17.69,24.95,33.57
81.65,7.26,12.25,18.14,25.85,34.47
86.18,7.71,12.7,19.05,26.76,34.93
90.72,8.16,13.15,19.5,27.22,35.83
95.25,8.62,13.61,19.96,28.12,36.74
99.79,9.07,14.06,20.87,28.58,37.65
104.33,9.07,14.51,21.32,29.48,38.1
108.86,9.53,14.97,21.77,29.94,39.01
113.4,9.98,15.42,22.23,30.39,39.46
117.93,10.43,15.88,22.68,31.3,40.37
