BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,4.54,9.53,15.42,22.68
45.36,2.27,5.44,9.98,16.33,24.04
49.9,2.27,5.9,10.89,17.24,24.95
54.43,2.72,6.35,11.34,18.14,26.31
58.97,3.18,6.8,12.25,19.05,27.22
63.5,3.63,7.26,12.7,19.96,28.12
68.04,3.63,7.71,13.61,20.41,29.03
72.57,4.08,8.16,14.06,21.32,29.94
77.11,4.54,8.62,14.51,21.77,30.39
81.65,4.54,9.07,14.97,22.68,31.3
86.18,4.99,9.53,15.42,23.13,31.75
90.72,4.99,9.53,15.88,23.59,32.66
95.25,5.44,9.98,16.33,24.49,33.11
99.79,5.9,10.43,16.78,24.95,34.02
104.33,5.9,10.89,17.24,25.4,34.47
108.86,6.35,11.34,17.69,25.85,35.38
113.4,6.35,11.34,18.14,26.31,35.83
117.93,6.8,11.79,18.6,26.76,36.29
