BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,22,60,109,165
54.43,< 1,20,56,102,155
58.97,< 1,19,53,97,146
63.5,< 1,18,51,91,138
68.04,< 1,17,48,87,131
72.57,< 1,16,46,82,124
77.11,< 1,15,43,78,118
81.65,< 1,14,41,75,113
86.18,< 1,13,39,71,108
90.72,< 1,12,37,68,103
95.25,< 1,12,36,66,99
99.79,< 1,11,34,63,95
104.33,< 1,10,33,60,92
108.86,< 1,10,31,58,88
113.4,< 1,9,30,56,85
117.93,< 1,9,29,54,82
122.47,< 1,8,28,52,79
127.01,< 1,8,26,50,77
131.54,< 1,7,25,48,74
136.08,< 1,7,24,47,72
140.61,< 1,6,23,45,70
