BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.63,9.07,17.24,28.58,41.73
45.36,4.08,9.98,18.6,30.39,44
49.9,4.54,10.89,19.96,31.75,45.81
54.43,5.44,11.79,21.32,33.57,47.63
58.97,5.9,12.7,22.23,34.93,49.44
63.5,6.35,13.61,23.59,36.29,50.8
68.04,6.8,14.06,24.49,37.65,52.62
72.57,7.71,14.97,25.4,38.56,53.98
77.11,8.16,15.88,26.31,39.92,55.34
81.65,8.62,16.33,27.22,40.82,56.7
86.18,9.07,17.24,28.12,42.18,58.06
90.72,9.53,17.69,29.03,43.09,58.97
95.25,9.98,18.14,29.94,44,60.33
99.79,10.43,19.05,30.39,44.91,61.23
104.33,10.89,19.5,31.3,45.81,62.6
108.86,11.34,19.96,32.21,46.72,63.5
113.4,11.79,20.87,32.66,47.63,64.41
117.93,12.25,21.32,33.57,48.53,65.32
