BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.63,7.26,12.25,19.05,26.76
45.36,4.08,8.16,13.61,20.41,28.12
49.9,4.54,8.62,14.51,21.32,29.48
54.43,4.99,9.53,15.42,22.68,30.84
58.97,5.9,9.98,16.33,23.59,31.75
63.5,6.35,10.89,16.78,24.49,33.11
68.04,6.8,11.34,17.69,25.4,34.02
72.57,7.26,11.79,18.6,26.31,35.38
77.11,7.71,12.7,19.05,27.22,36.29
81.65,8.16,13.15,19.96,28.12,37.19
86.18,8.16,13.61,20.41,28.58,38.1
90.72,8.62,14.06,21.32,29.48,39.01
95.25,9.07,14.51,21.77,30.39,39.46
99.79,9.53,14.97,22.23,30.84,40.37
104.33,9.98,15.42,22.68,31.75,41.28
108.86,10.43,15.88,23.59,32.21,41.73
113.4,10.43,16.33,24.04,32.66,42.64
117.93,10.89,16.78,24.49,33.57,43.54
