BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,20.87,30.84,44,59.42,75.75
45.36,22.23,33.11,46.27,62.14,78.93
49.9,24.04,34.93,48.53,64.41,81.65
54.43,25.4,36.74,50.35,66.68,84.37
58.97,26.76,38.1,52.62,68.95,86.64
63.5,28.12,39.46,53.98,70.76,88.9
68.04,29.03,41.28,55.79,73.03,91.17
72.57,30.39,42.64,57.61,74.84,93.44
77.11,31.3,44,58.97,76.66,95.25
81.65,32.66,44.91,60.33,78.02,97.07
86.18,33.57,46.27,61.69,79.83,98.88
90.72,34.47,47.63,63.05,81.19,100.7
95.25,35.38,48.53,64.41,82.55,102.06
99.79,36.29,49.44,65.77,83.91,103.87
104.33,37.19,50.8,66.68,85.28,105.23
108.86,38.1,51.71,68.04,86.64,106.59
113.4,39.01,52.62,68.95,88,107.95
117.93,39.92,53.52,70.31,89.36,109.32
