BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.63,7.71,13.61,21.32,30.39
45.36,4.08,8.62,14.51,22.23,31.3
49.9,4.54,9.07,15.42,23.13,32.21
54.43,4.99,9.53,15.88,24.04,33.57
58.97,5.44,9.98,16.78,24.95,34.47
63.5,5.44,10.43,17.24,25.85,35.38
68.04,5.9,10.89,17.69,26.31,35.83
72.57,6.35,11.34,18.14,27.22,36.74
77.11,6.35,11.79,19.05,27.67,37.65
81.65,6.8,12.25,19.5,28.12,38.1
86.18,7.26,12.7,19.96,29.03,39.01
90.72,7.26,12.7,20.41,29.48,39.46
95.25,7.71,13.15,20.87,29.94,40.37
99.79,7.71,13.61,21.32,30.39,40.82
104.33,8.16,14.06,21.77,30.84,41.28
108.86,8.62,14.06,21.77,31.3,41.73
113.4,8.62,14.51,22.23,31.75,42.64
117.93,9.07,14.97,22.68,32.21,43.09
