BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,4.99,9.98,16.78,24.95
45.36,1.81,5.44,10.89,17.69,26.31
49.9,2.27,5.9,11.34,18.6,27.22
54.43,2.72,6.35,12.25,19.5,28.58
58.97,3.18,7.26,13.15,20.41,29.48
63.5,3.63,7.71,13.61,21.32,30.84
68.04,3.63,8.16,14.06,22.23,31.75
72.57,4.08,8.62,14.97,23.13,32.66
77.11,4.54,9.07,15.42,23.59,33.57
81.65,4.54,9.53,15.88,24.49,34.02
86.18,4.99,9.98,16.78,24.95,34.93
90.72,5.44,10.43,17.24,25.85,35.83
95.25,5.44,10.43,17.69,26.31,36.74
99.79,5.9,10.89,18.14,27.22,37.19
104.33,5.9,11.34,18.6,27.67,38.1
108.86,6.35,11.79,19.05,28.12,38.56
113.4,6.8,12.25,19.5,28.58,39.01
117.93,6.8,12.25,19.96,29.48,39.92
