BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,7.26,17.24,31.3,48.99
45.36,2.27,8.62,19.5,34.93,53.07
49.9,3.18,10.43,21.77,37.65,57.15
54.43,4.08,11.79,24.04,40.82,60.78
58.97,4.99,13.61,26.31,43.54,63.96
63.5,5.9,14.97,28.58,46.27,67.59
68.04,7.26,16.33,30.39,48.99,70.76
72.57,8.16,18.14,32.66,51.26,73.48
77.11,9.07,19.5,34.47,53.98,76.2
81.65,9.98,20.87,36.29,56.25,78.93
86.18,10.89,22.23,38.1,58.51,81.65
90.72,11.79,23.59,39.92,60.78,84.37
95.25,12.7,24.95,41.73,62.6,86.64
99.79,13.61,25.85,43.09,64.86,89.36
104.33,14.51,27.22,44.91,66.68,91.63
108.86,15.42,28.58,46.27,68.49,93.89
113.4,16.33,29.94,48.08,70.31,95.71
117.93,17.24,30.84,49.44,72.12,97.98
