BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.27,5.9,11.79,19.96,29.03
45.36,2.72,6.8,12.7,20.87,30.39
49.9,3.18,7.26,13.61,22.23,31.75
54.43,3.18,7.71,14.51,23.13,33.11
58.97,3.63,8.16,14.97,24.04,34.47
63.5,4.08,9.07,15.88,24.95,35.38
68.04,4.54,9.53,16.33,25.85,36.29
72.57,4.99,9.98,17.24,26.31,37.19
77.11,4.99,10.43,17.69,27.22,38.1
81.65,5.44,10.89,18.6,28.12,39.01
86.18,5.9,11.34,19.05,28.58,39.92
90.72,5.9,11.79,19.5,29.48,40.82
95.25,6.35,12.25,19.96,29.94,41.28
99.79,6.8,12.7,20.41,30.84,42.18
104.33,6.8,12.7,21.32,31.3,43.09
108.86,7.26,13.15,21.77,31.75,43.54
113.4,7.26,13.61,22.23,32.66,44.45
117.93,7.71,14.06,22.68,33.11,44.91
