BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.36,4.54,9.53,16.78,25.4
45.36,1.81,4.99,9.98,17.24,25.85
49.9,1.81,4.99,10.43,18.14,26.76
54.43,1.81,5.44,10.89,18.6,27.67
58.97,2.27,5.9,11.34,19.05,28.12
63.5,2.27,5.9,11.79,19.5,29.03
68.04,2.72,6.35,12.25,20.41,29.48
72.57,2.72,6.8,12.7,20.87,29.94
77.11,2.72,6.8,13.15,21.32,30.84
81.65,3.18,7.26,13.15,21.32,31.3
86.18,3.18,7.26,13.61,21.77,31.75
90.72,3.18,7.71,14.06,22.23,32.21
95.25,3.63,7.71,14.51,22.68,32.66
99.79,3.63,8.16,14.51,23.13,33.11
104.33,3.63,8.16,14.97,23.59,33.57
108.86,4.08,8.62,14.97,23.59,33.57
113.4,4.08,8.62,15.42,24.04,34.02
117.93,4.08,8.62,15.42,24.49,34.47
