BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.72,5.9,10.89,16.78,24.04
45.36,3.18,6.8,11.79,18.14,25.4
49.9,3.63,7.26,12.7,19.05,26.76
54.43,4.08,8.16,13.61,20.41,28.12
58.97,4.54,8.62,14.06,21.32,29.03
63.5,4.99,9.07,14.97,22.23,29.94
68.04,5.44,9.98,15.88,23.13,31.3
72.57,5.9,10.43,16.33,23.59,32.21
77.11,6.35,10.89,16.78,24.49,33.11
81.65,6.8,11.34,17.69,25.4,34.02
86.18,6.8,11.79,18.14,25.85,34.93
90.72,7.26,12.25,18.6,26.76,35.38
95.25,7.71,12.7,19.5,27.22,36.29
99.79,8.16,13.15,19.96,28.12,37.19
104.33,8.16,13.61,20.41,28.58,37.65
108.86,8.62,14.06,20.87,29.03,38.56
113.4,9.07,14.51,21.32,29.94,39.01
117.93,9.53,14.97,21.77,30.39,39.92
