BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,21.32,32.66,47.17,64.41,83.46
45.36,23.59,35.38,50.35,68.49,88
49.9,25.4,37.65,53.52,71.67,92.08
54.43,27.22,40.37,56.25,75.3,95.71
58.97,29.48,42.64,58.97,78.02,98.88
63.5,30.84,44.45,61.69,81.19,102.51
68.04,32.66,46.72,63.96,83.91,105.23
72.57,34.47,48.53,66.22,86.64,108.41
77.11,35.83,50.35,68.49,88.9,111.13
81.65,37.65,52.16,70.31,91.63,113.85
86.18,39.01,53.98,72.57,93.89,116.57
90.72,40.37,55.79,74.39,95.71,118.84
95.25,41.73,57.15,76.2,97.98,121.11
99.79,43.09,58.97,78.02,100.24,123.38
104.33,44.45,60.33,79.83,102.06,125.65
108.86,45.81,61.69,81.65,103.87,127.91
113.4,46.72,63.5,83.01,105.69,129.73
117.93,48.08,64.86,84.82,107.5,131.54
