BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,4.08,8.16,14.97,23.13,33.11
45.36,4.54,9.07,15.88,24.49,34.47
49.9,4.99,9.98,16.78,25.85,36.29
54.43,5.44,10.43,17.69,26.76,37.65
58.97,5.9,11.34,18.6,28.12,38.56
63.5,6.35,11.79,19.5,29.03,39.92
68.04,6.8,12.7,20.41,29.94,40.82
72.57,7.26,13.15,20.87,30.84,42.18
77.11,7.71,13.61,21.77,31.75,43.09
81.65,8.16,14.06,22.68,32.66,44
86.18,8.62,14.97,23.13,33.57,44.91
90.72,9.07,15.42,23.59,34.02,45.81
95.25,9.07,15.88,24.49,34.93,46.72
99.79,9.53,16.33,24.95,35.38,47.63
104.33,9.98,16.78,25.4,36.29,48.08
108.86,10.43,17.24,26.31,36.74,48.99
113.4,10.89,17.69,26.76,37.65,49.9
117.93,10.89,18.14,27.22,38.1,50.35
