BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,10.43,19.05,31.75,47.17,64.86
45.36,11.34,20.87,33.57,49.44,67.59
49.9,12.7,22.23,35.83,52.16,70.31
54.43,13.61,23.59,37.19,53.98,73.03
58.97,14.51,24.95,39.01,56.25,75.3
63.5,15.42,26.31,40.82,58.06,77.56
68.04,16.33,27.67,42.18,59.87,79.38
72.57,17.24,28.58,43.54,61.69,81.65
77.11,18.14,29.94,44.91,63.05,83.46
81.65,19.05,30.84,46.27,64.86,85.28
86.18,19.96,31.75,47.63,66.22,87.09
90.72,20.87,33.11,48.99,67.59,88.45
95.25,21.32,34.02,49.9,68.95,90.26
99.79,22.23,34.93,51.26,70.31,91.63
104.33,23.13,35.83,52.16,71.67,92.99
108.86,23.59,36.74,53.07,73.03,94.35
113.4,24.49,37.65,54.43,73.94,95.71
117.93,24.95,38.1,55.34,75.3,97.07
