BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.27,4.99,9.53,14.97,21.32
45.36,2.72,5.9,10.43,15.88,22.23
49.9,3.18,6.35,10.89,16.78,23.59
54.43,3.63,6.8,11.79,17.69,24.49
58.97,4.08,7.71,12.25,18.6,25.4
63.5,4.54,8.16,13.15,19.5,26.76
68.04,4.54,8.62,13.61,19.96,27.67
72.57,4.99,9.07,14.51,20.87,28.12
77.11,5.44,9.53,14.97,21.77,29.03
81.65,5.9,9.98,15.42,22.23,29.94
86.18,5.9,10.43,15.88,23.13,30.84
90.72,6.35,10.89,16.33,23.59,31.3
95.25,6.8,11.34,17.24,24.04,32.21
99.79,7.26,11.79,17.69,24.49,32.66
104.33,7.26,11.79,18.14,25.4,33.11
108.86,7.71,12.25,18.6,25.85,34.02
113.4,7.71,12.7,19.05,26.31,34.47
117.93,8.16,13.15,19.5,26.76,34.93
