BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,19.05,28.58,40.82,54.88,70.76
45.36,20.87,30.84,43.54,58.06,74.39
49.9,22.68,33.11,46.27,61.23,77.56
54.43,24.49,35.38,48.53,63.96,80.74
58.97,25.85,37.19,50.8,66.68,83.91
63.5,27.67,39.01,53.07,69.4,86.64
68.04,29.03,40.82,55.34,71.67,89.36
72.57,30.84,42.64,57.15,73.94,92.08
77.11,32.21,44,58.97,76.2,94.35
81.65,33.57,45.81,60.78,78.02,96.62
86.18,34.47,47.17,62.6,80.29,98.88
90.72,35.83,48.99,64.41,82.1,101.15
95.25,37.19,50.35,65.77,83.91,102.97
99.79,38.56,51.71,67.59,85.73,105.23
104.33,39.46,53.07,68.95,87.54,107.05
108.86,40.82,53.98,70.76,88.9,108.86
113.4,41.73,55.34,72.12,90.72,110.68
117.93,42.64,56.7,73.48,92.08,112.04
