BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.18,6.8,11.34,17.69,24.49
45.36,3.63,7.26,12.25,18.6,25.4
49.9,4.08,7.71,12.7,19.05,26.31
54.43,4.54,8.16,13.61,19.96,27.22
58.97,4.99,8.62,14.06,20.87,28.12
63.5,4.99,9.07,14.51,21.32,29.03
68.04,5.44,9.53,14.97,22.23,29.94
72.57,5.9,9.98,15.88,22.68,30.39
77.11,5.9,10.43,16.33,23.13,31.3
81.65,6.35,10.89,16.78,23.59,31.75
86.18,6.8,10.89,17.24,24.04,32.21
90.72,6.8,11.34,17.24,24.95,32.66
95.25,7.26,11.79,17.69,25.4,33.57
99.79,7.26,12.25,18.14,25.85,34.02
104.33,7.71,12.25,18.6,26.31,34.47
108.86,7.71,12.7,19.05,26.31,34.93
113.4,8.16,12.7,19.5,26.76,35.38
117.93,8.16,13.15,19.5,27.22,35.83
