BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,10.89,22.23,38.1,58.51,82.1
45.36,12.25,23.59,40.37,60.78,84.82
49.9,13.15,25.4,42.18,63.05,87.54
54.43,14.06,26.31,43.54,65.32,89.81
58.97,14.97,27.67,45.36,67.13,92.08
63.5,15.88,29.03,46.72,68.95,94.35
68.04,16.78,29.94,48.08,70.76,96.16
72.57,17.69,31.3,49.44,72.57,97.98
77.11,18.14,32.21,50.8,73.94,99.79
81.65,19.05,33.11,52.16,75.3,101.6
86.18,19.5,34.02,53.07,76.66,103.42
90.72,20.41,34.93,54.43,78.02,104.78
95.25,20.87,35.83,55.34,79.38,106.14
99.79,21.77,36.74,56.7,80.74,107.95
104.33,22.23,37.65,57.61,82.1,109.32
108.86,23.13,38.1,58.51,83.01,110.68
113.4,23.59,39.01,59.42,84.37,111.58
117.93,24.04,39.92,60.33,85.28,112.94
