BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,14.97,25.85,41.28,59.42,80.29
45.36,19.05,31.3,47.63,67.59,89.81
49.9,23.13,36.74,54.43,75.3,98.88
54.43,27.22,42.18,60.78,83.01,107.05
58.97,31.75,47.17,66.68,90.26,115.21
63.5,35.83,52.16,73.03,97.07,122.92
68.04,39.92,57.15,78.47,103.42,130.63
72.57,44,61.69,84.37,110.22,137.89
77.11,47.63,66.68,89.81,116.12,144.7
81.65,51.71,71.21,94.8,122.02,151.5
86.18,55.34,75.75,100.24,127.91,157.85
90.72,58.97,79.83,105.23,133.81,164.2
95.25,62.6,84.37,109.77,139.25,170.1
99.79,66.22,88.45,114.76,144.7,175.99
104.33,69.85,92.53,119.29,149.69,181.89
108.86,73.48,96.62,123.83,154.67,187.33
113.4,76.66,100.24,128.37,159.66,192.78
117.93,80.29,104.33,132.45,164.65,198.22
