BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,5.44,13.61,26.31,42.64,62.14
45.36,7.26,16.33,29.48,47.17,67.59
49.9,8.62,18.6,32.66,51.26,72.57
54.43,10.43,20.87,35.83,54.88,77.11
58.97,12.25,23.13,39.01,58.97,81.19
63.5,13.61,25.4,42.18,62.6,85.73
68.04,15.42,27.67,44.91,65.77,89.81
72.57,16.78,29.94,47.63,68.95,93.44
77.11,18.6,32.21,49.9,72.12,97.07
81.65,19.96,34.02,52.62,75.3,100.7
86.18,21.77,35.83,54.88,78.02,103.87
90.72,23.13,38.1,57.61,81.19,107.05
95.25,24.49,39.92,59.87,83.91,110.22
99.79,25.85,41.73,62.14,86.18,113.4
104.33,27.67,43.54,64.41,88.9,116.12
108.86,29.03,45.36,66.22,91.63,119.29
113.4,30.39,46.72,68.49,93.89,122.02
117.93,31.75,48.53,70.31,96.16,124.74
