BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.27,7.71,16.33,28.12,42.18
45.36,2.72,8.62,17.69,29.94,44.45
49.9,3.63,9.53,19.05,31.75,46.72
54.43,4.08,10.43,20.41,33.57,48.99
58.97,4.54,11.34,21.32,34.93,50.8
63.5,5.44,12.25,22.68,36.29,52.62
68.04,5.9,13.15,24.04,37.65,54.43
72.57,6.35,14.06,24.95,39.01,55.79
77.11,6.8,14.51,25.85,40.37,57.15
81.65,7.26,15.42,26.76,41.73,58.97
86.18,7.71,15.88,27.67,43.09,60.33
90.72,8.16,16.78,29.03,44,61.69
95.25,8.62,17.69,29.48,45.36,63.05
99.79,9.07,18.14,30.39,46.27,63.96
104.33,9.98,18.6,31.3,47.17,65.32
108.86,10.43,19.5,32.21,48.08,66.68
113.4,10.43,19.96,33.11,48.99,67.59
117.93,10.89,20.41,33.57,50.35,68.95
