BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,0.45,3.18,8.16,14.97,24.04
45.36,0.91,4.08,9.07,16.33,25.4
49.9,1.36,4.54,9.98,17.69,27.22
54.43,1.36,4.99,10.89,19.05,28.58
58.97,1.81,5.44,11.79,19.96,29.94
63.5,2.27,6.35,12.7,20.87,31.3
68.04,2.72,6.8,13.15,22.23,32.66
72.57,2.72,7.26,14.06,23.13,33.57
77.11,3.18,7.71,14.97,24.04,34.93
81.65,3.63,8.16,15.42,24.95,35.83
86.18,4.08,9.07,16.33,25.85,36.74
90.72,4.08,9.53,16.78,26.31,37.65
95.25,4.54,9.98,17.69,27.22,38.56
99.79,4.99,10.43,18.14,28.12,39.46
104.33,4.99,10.89,18.6,29.03,40.37
108.86,5.44,11.34,19.05,29.48,41.28
113.4,5.9,11.79,19.96,30.39,42.18
117.93,5.9,12.25,20.41,30.84,43.09
