BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,36.29,53.98,75.75,101.6,129.73
45.36,39.46,57.15,79.83,106.14,134.72
49.9,42.18,60.78,83.91,110.68,139.71
54.43,44.45,63.5,87.09,114.76,144.24
58.97,46.72,66.22,90.72,118.39,148.78
63.5,48.99,68.95,93.89,122.02,152.41
68.04,51.26,71.67,96.62,125.65,156.49
72.57,53.52,73.94,99.34,128.82,160.12
77.11,55.34,76.2,102.06,131.54,163.29
81.65,57.15,78.47,104.78,134.72,166.47
86.18,58.97,80.74,107.05,137.44,169.64
90.72,60.78,83.01,109.32,140.16,172.82
95.25,62.6,84.82,111.58,142.43,175.54
99.79,63.96,86.64,113.85,145.15,178.26
104.33,65.77,88.45,116.12,147.42,180.98
108.86,67.13,90.26,117.93,149.69,183.25
113.4,68.49,92.08,120.2,151.95,185.97
117.93,69.85,93.44,122.02,154.22,188.24
