BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,6.35,14.51,26.76,42.64,61.23
45.36,7.71,16.33,29.48,45.81,65.32
49.9,9.07,18.14,31.75,48.99,68.95
54.43,9.98,20.41,34.47,52.16,72.57
58.97,11.34,21.77,36.74,54.88,76.2
63.5,12.7,23.59,39.01,57.61,79.38
68.04,14.06,25.4,40.82,60.33,82.1
72.57,14.97,27.22,43.09,63.05,85.28
77.11,16.33,28.58,44.91,65.32,88
81.65,17.69,29.94,46.72,67.59,90.72
86.18,18.6,31.75,48.99,69.85,92.99
90.72,19.5,33.11,50.35,71.67,95.71
95.25,20.87,34.47,52.16,73.94,97.98
99.79,21.77,35.83,53.98,75.75,100.24
104.33,22.68,37.19,55.34,77.56,102.51
108.86,24.04,38.1,57.15,79.38,104.33
113.4,24.95,39.46,58.51,81.19,106.59
117.93,25.85,40.82,59.87,83.01,108.41
