BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1,1,10,22,35
45.36,1,3,12,23,36
49.9,1,4,13,24,36
54.43,1,6,14,25,36
58.97,1,7,15,25,36
63.5,1,7,15,25,36
68.04,1,8,15,25,35
72.57,1,8,16,25,35
77.11,1,8,16,25,34
81.65,2,8,16,25,34
86.18,2,8,16,24,33
90.72,2,9,15,24,33
95.25,2,9,15,23,32
99.79,3,9,15,23,31
104.33,3,9,15,23,31
108.86,3,8,15,22,30
113.4,3,8,14,22,29
117.93,3,8,14,21,29
